adult,backdrop_path,belongs_to_collection,budget,genres,homepage,id,imdb_id,origin_country,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,"{'id': 1231101, 'name': 'Student Restoring Corps Collection', 'poster_path': None, 'backdrop_path': None}",0,"[{'id': 28, 'name': 'Action'}]",,1230440,,['AU'],en,Secrets,Sequel to 2021's 'Student Restoring Corps'.,0.1851,,"[{'id': 218260, 'logo_path': '/8gsUxXJG02NCgVVzUSbHSUgtmH.png', 'name': 'Shaky Cam Studios', 'origin_country': 'AU'}, {'id': 218263, 'logo_path': '/3OrzXtqOaJBdqRkATlpf8qZFRUR.png', 'name': 'TKSC Productions', 'origin_country': 'AU'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}]",2027-11-18,0,0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Planned,,Secrets,False,0.0,0
False,,,0,"[{'id': 18, 'name': 'Drama'}]",,1580489,,['US'],en,Me and Po Are Very Real,"In a world that refuses to understand him, Aino finds solace in a small green monster named Po. When that bond is tested, he's forced to rediscover what it truly means to be real.",0.0071,/wBKIBauGpLOIycI0ffakuprRi3X.jpg,[],[],2027-11-12,0,0,[],In Production,,Me and Po Are Very Real,False,0.0,0
False,/wznaIvAIx2PbK2JTAwXnD5H4r0y.jpg,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 18, 'name': 'Drama'}, {'id': 14, 'name': 'Fantasy'}, {'id': 80, 'name': 'Crime'}, {'id': 10402, 'name': 'Music'}]",,1549195,,['PH'],en,K'BWANAN,"A woman travels back to her hometown to give birth, where she faces the longest night of her life.",0.8144,/jiXX03uB84W9YmLW7gWcXlYLr3g.jpg,"[{'id': 273009, 'logo_path': None, 'name': 'Texture: A Foster Visual Media House', 'origin_country': ''}, {'id': 273011, 'logo_path': None, 'name': 'TAD', 'origin_country': ''}]","[{'iso_3166_1': 'PH', 'name': 'Philippines'}]",2027-11-12,0,90,[],In Production,MAHABA ANG LAGIM,DUE,False,0.0,0
False,,,0,"[{'id': 878, 'name': 'Science Fiction'}]",,1413533,tt39089420,['US'],en,Helldivers,A live-action film based on the video game. Plot TBA.,0.6678,/zDRwl5qTqPJgNoc8pkQkDnXRSYF.jpg,"[{'id': 125281, 'logo_path': '/3hV8pyxzAJgEjiSYVv1WZ0ZYayp.png', 'name': 'PlayStation Productions', 'origin_country': 'US'}, {'id': 34530, 'logo_path': '/5gUhbUIVYd94aIhHJJFMfBxkD0.png', 'name': 'Perfect Storm Entertainment', 'origin_country': 'US'}, {'id': 91797, 'logo_path': '/1AvZ17QgpvN8zGI06ZWoN6gJeDH.png', 'name': 'Hutch Parker Entertainment', 'origin_country': 'US'}, {'id': 34, 'logo_path': '/mtp1fvZbe4H991Ka1HOORl572VH.png', 'name': 'Sony Pictures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2027-11-10,0,0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Planned,,Helldivers,False,0.0,0
False,,,9000,[],,1411979,,['TR'],tr,Üç Kizin Tanisma Hikayesi,,0.0261,,[],"[{'iso_3166_1': 'TR', 'name': 'Turkey'}]",2027-11-08,1000,0,"[{'english_name': 'Turkish', 'iso_639_1': 'tr', 'name': 'Türkçe'}]",In Production,,Üç Kizin Tanisma Hikayesi,False,0.0,0
False,/ceUMznIP7Uq9d4Qa2lM45R0cGS5.jpg,,0,"[{'id': 27, 'name': 'Horror'}]",,1538705,,['GB'],en,Alice & the Mad Hatter,"In an escort agency called the White Rabbit, Alice Liddell is a sex worker. When The Mad Hatter meets her, he becomes obsessed with her.",0.3547,/mSwqR3BDW1AINMOslId7r9RNQso.jpg,"[{'id': 155744, 'logo_path': '/qwVw2UPwBOQZkhOb3LyHgID5xKQ.png', 'name': 'Jagged Edge Productions', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2027-11-04,0,0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Planned,,Alice & the Mad Hatter,False,0.0,0
False,,,0,"[{'id': 16, 'name': 'Animation'}, {'id': 14, 'name': 'Fantasy'}, {'id': 35, 'name': 'Comedy'}]",,1290568,tt7008874,['US'],en,Margie Claus,"When Santa goes missing Christmas Eve, his wife Margie Claus has to assemble a rag-tag team of long-retired reindeer to rescue Santa and save Christmas",2.7617,,"[{'id': 257419, 'logo_path': '/hMYPBQ7Pej9gTLRK7nqI3fJvQMQ.png', 'name': 'Warner Bros. Pictures Animation', 'origin_country': 'US'}, {'id': 87017, 'logo_path': None, 'name': 'On the Day', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2027-11-04,0,0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Planned,,Margie Claus,False,0.0,0
False,,,15000,"[{'id': 27, 'name': 'Horror'}, {'id': 53, 'name': 'Thriller'}]",,1633476,,['MX'],en,Blink,,0.4809,/3eC9eHe5g5SexKx9M9UR681ixZ.jpg,"[{'id': 271666, 'logo_path': None, 'name': 'Filmhouse Pictures', 'origin_country': 'US'}, {'id': 271667, 'logo_path': None, 'name': 'Dada Films', 'origin_country': 'US'}, {'id': 284035, 'logo_path': None, 'name': 'Wals Company', 'origin_country': 'US'}, {'id': 108563, 'logo_path': '/enAjeGPTtVw8pt7HSzZYBXPfbOY.png', 'name': 'BBC Studios', 'origin_country': 'US'}, {'id': 31375, 'logo_path': None, 'name': 'Evergreen Media Group', 'origin_country': 'US'}]","[{'iso_3166_1': 'MX', 'name': 'Mexico'}]",2027-11-02,0,0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",In Production,,Blink,False,0.0,0
False,,,0,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}, {'id': 9648, 'name': 'Mystery'}]",,1651152,,['US'],en,The Origin of Hide and Seek,"When a mysterious sound is heard on an exploration ship, the crew meets to discuss the problems - all while a murderer from another world picks them off one by one. Now in development.  Releases in 2027",0.1771,/lkSJhMdNUoaKgYfSheRGzBUeYxI.jpg,[],[],2027-11-01,0,0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",In Production,Trust is a luxury you can't afford,The Origin of Hide and Seek,False,0.0,0
False,/mqkthM0bTyew8PvWzkZN0apgYm2.jpg,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 878, 'name': 'Science Fiction'}]",,1019685,tt14758368,"['AU', 'SG']",en,Elegy to a Missing Friend,"In the aftermath of her friend's passing, an artist processes her grief by making a film. She weaves her personal archival footage and an unfinished science-fiction narrative into a deeply raw and emotive work of art.",0.0363,/xOLTfYWXNKnJzjDe7i6CLxGiCeq.jpg,"[{'id': 181555, 'logo_path': None, 'name': 'In Limbo Productions', 'origin_country': ''}]","[{'iso_3166_1': 'SG', 'name': 'Singapore'}]",2027-11-01,0,95,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Post Production,,Elegy to a Missing Friend,False,0.0,0
False,,,15000,[],,1564414,,['US'],en,Deviant,"A masked stranger breaks into a home in the middle of the night, setting off a devastating chain of events.",0.1852,,"[{'id': 241519, 'logo_path': None, 'name': 'Macha Films', 'origin_country': ''}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2027-10-31,0,0,[],In Production,,Deviant,False,0.0,0
False,,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}, {'id': 53, 'name': 'Thriller'}]",,1518763,,['US'],en,[untitled fashion thriller],"A young artist hides from a unknown killer, changing faces to stay alive.",0.1,,[],[],2027-10-31,0,132,[],In Production,,[untitled fashion thriller],False,0.0,0
False,,,0,"[{'id': 9648, 'name': 'Mystery'}]",,1539320,,['FR'],fr,L'Inconnu du Photomaton,,0.0071,/dSvsVXIdr9YG26AUDQy7bRACuKF.jpg,[],[],2027-10-30,0,0,"[{'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",In Production,,L'Inconnu du Photomaton,False,0.0,0
False,/55VZceSgkzvTifm9bBrr2Wwt7YH.jpg,,5000,"[{'id': 27, 'name': 'Horror'}]",,1202568,tt18561610,['US'],en,shuteye,A student researching sleep paralysis slips into a lucid nightmare.,0.6648,/dRHVocnmLsXLxnAYZqc2fLJf4o1.jpg,"[{'id': 163658, 'logo_path': '/aNLEXfSzkKK20qhPyPRBRjK1EUt.png', 'name': 'Elytra Collective', 'origin_country': 'CA'}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2027-10-29,0,90,[],In Production,You won't sleep a wink.,shuteye,False,0.0,0
False,,,0,[],,1543418,,['NL'],nl,Untitled Tygo Lammertink Movie,,0.0,,[],"[{'iso_3166_1': 'NL', 'name': 'Netherlands'}]",2027-10-26,0,0,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Dutch', 'iso_639_1': 'nl', 'name': 'Nederlands'}]",Planned,,Untitled Tygo Lammertink Movie,False,0.0,0
False,/6yeVcxFR0j08vlv2OlL6zbewm4D.jpg,,0,"[{'id': 28, 'name': 'Action'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",https://www.netflix.com/title/81768525,1265609,tt15940132,['AU'],en,War Machine,"On one last grueling mission during Army Ranger training, a combat engineer must lead his unit in a fight against a giant otherworldly killing machine.",361.6614,/tlPgDzwIE7VYYIIAGCTUOnN4wI1.jpg,"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 198785, 'logo_path': '/oBnMrmwnlAKcACe5h7Vwmk8m1CC.png', 'name': 'Hidden Pictures', 'origin_country': 'US'}, {'id': 224643, 'logo_path': None, 'name': 'Huge Film', 'origin_country': 'AU'}, {'id': 167684, 'logo_path': '/kzQwU2H6woBFti9cqjr9BrVXrst.png', 'name': 'Range Media Partners', 'origin_country': 'US'}]","[{'iso_3166_1': 'AU', 'name': 'Australia'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2026-02-12,0,110,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,All grit. No quit.,War Machine,False,7.3,1003
False,/wsQPh8gz0sK3C3mAyaXcPSSOWUZ.jpg,,50000000,"[{'id': 28, 'name': 'Action'}, {'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",https://blackbearpictures.com/film-and-tv/shelter,1290821,tt32357218,"['GB', 'US']",en,Shelter,"A man living in self-imposed exile on a remote island rescues a young girl from a violent storm, setting off a chain of events that forces him out of seclusion to protect her from enemies tied to his past.",296.3502,/buPFnHZ3xQy6vZEHxbHgL1Pc6CR.jpg,"[{'id': 22146, 'logo_path': '/v37N1mFeXNQfvPankg3feBhVvM7.png', 'name': 'Black Bear Pictures', 'origin_country': 'US'}, {'id': 218150, 'logo_path': None, 'name': 'Punch Palace Productions', 'origin_country': 'GB'}, {'id': 253186, 'logo_path': None, 'name': 'CineMachine', 'origin_country': 'US'}, {'id': 118472, 'logo_path': '/vafYjvjZwK4JaV5Hcm9vSzw6f9G.png', 'name': 'Stampede Ventures', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2026-01-28,48148603,108,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Her safety. His mission.,Shelter,False,6.555,328
False,/hz7TdCrpLLt2Dz7S3PS2HG9rpAO.jpg,"{'id': 2602, 'name': 'Scream Collection', 'poster_path': '/p3EjClFy20jjT0u06dzBs4lvvhi.jpg', 'backdrop_path': '/fG6GzZAwtsW3v2mhB4EyQLMRjUV.jpg'}",45000000,"[{'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}, {'id': 80, 'name': 'Crime'}]",http://www.screammovie.com,1159559,tt27047903,['US'],en,Scream 7,"When a new Ghostface killer emerges in the quiet town where Sidney Prescott has built a new life, her darkest fears are realized as her daughter becomes the next target. Determined to protect her family, Sidney must face the horrors of her past to put an end to the bloodshed once and for all.",231.1484,/jjyuk0edLiW8vOSnlfwWCCLpbh5.jpg,"[{'id': 4, 'logo_path': '/jay6WcMgagAklUt7i9Euwj1pzTF.png', 'name': 'Paramount Pictures', 'origin_country': 'US'}, {'id': 143790, 'logo_path': '/wo1smiXdiwwxai2dwJlRiGwE7rS.png', 'name': 'Spyglass Media Group', 'origin_country': 'US'}, {'id': 130448, 'logo_path': '/yHWTTGKbOGZKUd1cp6l3uLyDeiv.png', 'name': 'Project X Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2026-02-25,177977863,114,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Burn it all down.,Scream 7,False,5.903,373
False,/1fkuBPid72KGS6WmtkEXMftZtkE.jpg,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}]",https://www.netflix.com/title/81319485,875828,tt15574124,['GB'],en,Peaky Blinders: The Immortal Man,"After his estranged son gets embroiled in a Nazi plot, self-exiled gangster Tommy Shelby must return to Birmingham to save his family — and his nation.",225.5177,/gRMalasZEzsZi4w2VFuYusfSfqf.jpg,"[{'id': 288, 'logo_path': '/aW0IpM9d4Zjj978EqgDVSxXXhTj.png', 'name': 'BBC Film', 'origin_country': 'GB'}, {'id': 241143, 'logo_path': None, 'name': 'Garrison Drama', 'origin_country': 'GB'}, {'id': 125282, 'logo_path': '/9D4A6Lc6m2RBlDkeGF6jpJljAgm.png', 'name': 'Nebulastar', 'origin_country': 'GB'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2026-03-05,0,115,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,It will all come to this.,Peaky Blinders: The Immortal Man,False,7.261,94
False,/8Tfys3mDZVp4tNoH2ktm06a0Tau.jpg,,200000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 9648, 'name': 'Mystery'}]",https://www.amazon.com/salp/projecthailmary?hhf,687163,tt12042730,['US'],en,Project Hail Mary,"Science teacher Ryland Grace wakes up on a spaceship light years from home with no recollection of who he is or how he got there. As his memory returns, he begins to uncover his mission: solve the riddle of the mysterious substance causing the sun to die out. He must call on his scientific knowledge and unorthodox ideas to save everything on Earth from extinction… but an unexpected friendship means he may not have to do it alone.",210.0281,/yihdXomYb5kTeSivtFndMy5iDmf.jpg,"[{'id': 77973, 'logo_path': '/eUZ0kfE4uyO0JYIrjgUSOqWPqjK.png', 'name': 'Lord Miller', 'origin_country': 'US'}, {'id': 210099, 'logo_path': '/g5oRCNCi8kNVb8gEoSoIcqkhjmR.png', 'name': 'Amazon MGM Studios', 'origin_country': 'US'}, {'id': 84041, 'logo_path': '/nw4kyc29QRpNtFbdsBHkRSFavvt.png', 'name': 'Pascal Pictures', 'origin_country': 'US'}, {'id': 232193, 'logo_path': None, 'name': 'Open Invite Entertainment', 'origin_country': 'US'}, {'id': 22842, 'logo_path': '/buyfiDYTfPVTHxvYZ4yHu69zFPs.png', 'name': 'Waypoint Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2026-03-15,31000000,157,"[{'english_name': 'Mandarin', 'iso_639_1': 'zh', 'name': '普通话'}, {'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Believe in the Hail Mary.,Project Hail Mary,False,8.232,153
False,/1x9e0qWonw634NhIsRdvnneeqvN.jpg,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,1523145,tt38190257,['RU'],ru,Твое сердце будет разбито,"High school student Polina is saved from bullying at her new school and makes a deal with the main bully Bars: he must pretend to be her boyfriend and protect her, and she must do everything he says. During this game, the couple develops real feelings, but her family and classmates have reasons to separate the lovers.",198.372,/iGpMm603GUKH2SiXB2S5m4sZ17t.jpg,"[{'id': 71928, 'logo_path': '/7M6z2jX570P3HzNQULCTjlZcXkB.png', 'name': 'All Media A Start Company', 'origin_country': 'RU'}, {'id': 114676, 'logo_path': '/aVsos0RDN9Ib7H8nW5Vv5kHKykz.png', 'name': 'START Studio', 'origin_country': 'RU'}, {'id': 13850, 'logo_path': '/6KsdcnTIpQ47NHad4EtxOCkB94K.png', 'name': 'Sverdlovsk Film Studio', 'origin_country': 'RU'}, {'id': 76049, 'logo_path': '/tam9pIV4QK1ZPwdxBgtVkK1WTYC.png', 'name': 'Cinema Foundation of Russia', 'origin_country': 'RU'}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2026-03-26,0,134,"[{'english_name': 'Russian', 'iso_639_1': 'ru', 'name': 'Pусский'}]",In Production,,Your Heart Will Be Broken,False,0.0,0
False,/sdZSjtGUTSN8B3al5o0f2WoQfQQ.jpg,"{'id': 87096, 'name': 'Avatar Collection', 'poster_path': '/3C5brXxnBxfkeKWwA1Fh4xvy4wr.jpg', 'backdrop_path': '/6qkJLRCZp9Y3ovXti5tSuhH0DpO.jpg'}",350000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 12, 'name': 'Adventure'}, {'id': 14, 'name': 'Fantasy'}]",https://www.avatar.com/movies/avatar-fire-and-ash,83533,tt1757678,['US'],en,Avatar: Fire and Ash,"In the wake of the devastating war against the RDA and the loss of their eldest son, Jake Sully and Neytiri face a new threat on Pandora: the Ash People, a violent and power-hungry Na'vi tribe led by the ruthless Varang. Jake's family must fight for their survival and the future of Pandora in a conflict that pushes them to their emotional and physical limits.",237.8186,/bRBeSHfGHwkEpImlhxPmOcUsaeg.jpg,"[{'id': 127928, 'logo_path': '/h0rjX5vjW5r8yEnUBStFarjcLT4.png', 'name': '20th Century Studios', 'origin_country': 'US'}, {'id': 574, 'logo_path': '/8wdmrfGcDx3TJxYiiDksLzAW4pB.png', 'name': 'Lightstorm Entertainment', 'origin_country': 'US'}, {'id': 22213, 'logo_path': '/qx9K6bFWJupwde0xQDwOvXkOaL8.png', 'name': 'TSG Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-12-17,1482195377,198,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,The world of Pandora will change forever.,Avatar: Fire and Ash,False,7.261,1903
False,/52AkwEfQiJl2HuTPMZ2yC5Bdr9I.jpg,,90000000,"[{'id': 80, 'name': 'Crime'}, {'id': 53, 'name': 'Thriller'}]",https://www.amazon.com/salp/crime101?hhf,1171145,tt32430579,['GB'],en,Crime 101,"When an elusive thief whose high-stakes heists unfold along the iconic 101 freeway in Los Angeles eyes the score of a lifetime, with hopes of this being his final job, his path collides with a disillusioned insurance broker who is facing her own crossroads. Determined to crack the case, a relentless detective closes in on the operation, raising the stakes even higher.",196.2929,/heMdO64ys1hR896YE2jvTv8JlBX.jpg,"[{'id': 10163, 'logo_path': '/16KWBMmfPX0aJzDExDrPxSLj0Pg.png', 'name': 'Working Title Films', 'origin_country': 'GB'}, {'id': 122772, 'logo_path': None, 'name': 'The Story Factory', 'origin_country': 'US'}, {'id': 23949, 'logo_path': '/3QFwomSxcZZgMQGBkdUPuJEnSFB.png', 'name': 'RAW', 'origin_country': 'GB'}, {'id': 210099, 'logo_path': '/g5oRCNCi8kNVb8gEoSoIcqkhjmR.png', 'name': 'Amazon MGM Studios', 'origin_country': 'US'}, {'id': 183787, 'logo_path': '/8G6CbTenzORJdoep1AaghtSEQrY.png', 'name': 'Wild State', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2026-02-11,67271282,141,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Always have an exit.,Crime 101,False,7.011,188
False,/lgotja3xMoJZbynwHfcQcJAEMWH.jpg,"{'id': 1084247, 'name': 'Zootopia Collection', 'poster_path': '/9Cm0kU0TAcJ6MoWYKWOl2LzN70I.jpg', 'backdrop_path': '/1WDssJDYInLA4Avg45lgy3WM6Ly.jpg'}",150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 35, 'name': 'Comedy'}, {'id': 12, 'name': 'Adventure'}, {'id': 10751, 'name': 'Family'}, {'id': 9648, 'name': 'Mystery'}]",https://movies.disney.com/zootopia-2,1084242,tt26443597,['US'],en,Zootopia 2,"After cracking the biggest case in Zootopia's history, rookie cops Judy Hopps and Nick Wilde find themselves on the twisting trail of a great mystery when Gary De'Snake arrives and turns the animal metropolis upside down. To crack the case, Judy and Nick must go undercover to unexpected new parts of town, where their growing partnership is tested like never before.",164.4327,/oJ7g2CifqpStmoYQyaLQgEU32qO.jpg,"[{'id': 6125, 'logo_path': '/8bH86UPmMP8hlITzXV3XgV9eaAc.png', 'name': 'Walt Disney Animation Studios', 'origin_country': 'US'}, {'id': 158526, 'logo_path': '/tzsMJBJZINu7GHzrpYzpReWhh66.png', 'name': 'Walt Disney Animation Studios', 'origin_country': 'CA'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}, {'iso_3166_1': 'CA', 'name': 'Canada'}]",2025-11-26,1861044662,108,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,They're back with a twissst.,Zootopia 2,False,7.608,2242
False,/u9jE0R1nvkmdWu3bt7Op8joPywa.jpg,"{'id': 840465, 'name': 'Greenland Collection', 'poster_path': '/3Hj9iNJOMBUz4foX9D82wzY39sa.jpg', 'backdrop_path': '/mW6OyjfXMwXmZj139h4szPcmDyc.jpg'}",90000000,"[{'id': 12, 'name': 'Adventure'}, {'id': 53, 'name': 'Thriller'}, {'id': 878, 'name': 'Science Fiction'}]",https://www.greenland2.movie,840464,tt14850054,['US'],en,Greenland 2: Migration,"Having found the safety of the Greenland bunker after the comet Clarke decimated the Earth, the Garrity family must now risk everything to embark on a perilous journey across the wasteland of Europe to find a new home.",159.0856,/z2tqCJLsw6uEJ8nJV8BsQXGa3dr.jpg,"[{'id': 1632, 'logo_path': '/cisLn1YAUuptXVBa0xjq7ST9cH0.png', 'name': 'Lionsgate', 'origin_country': 'US'}, {'id': 47729, 'logo_path': '/bAxh897TGgdR0Py6wdd0UuE147Z.png', 'name': 'STXfilms', 'origin_country': 'US'}, {'id': 138743, 'logo_path': '/abFJGmtPFs6Bq5cBavmrnXDcpf8.png', 'name': 'Anton', 'origin_country': 'GB'}, {'id': 3528, 'logo_path': '/cCzCClIzIh81Fa79hpW5nXoUsHK.png', 'name': 'Thunder Road', 'origin_country': 'US'}, {'id': 103331, 'logo_path': '/nxkmGpo1Ym74DkBzNtoMz5cl6DJ.png', 'name': 'G-BASE', 'origin_country': 'US'}, {'id': 253186, 'logo_path': None, 'name': 'CineMachine', 'origin_country': 'US'}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",2026-01-07,44579387,98,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}]",Released,Hope is uncharted territory.,Greenland 2: Migration,False,6.394,635
False,/zpEWFNqoN8Qg1SzMMHmaGyOBTdW.jpg,,175000000,"[{'id': 53, 'name': 'Thriller'}, {'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",https://www.onebattleafteranothermovie.com,1054867,tt30144839,['US'],en,One Battle After Another,"Washed-up revolutionary Bob exists in a state of stoned paranoia, surviving off-grid with his spirited, self-reliant daughter, Willa. When his evil nemesis resurfaces after 16 years and she goes missing, the former radical scrambles to find her, father and daughter both battling the consequences of his past.",133.5868,/lbBWwxBht4JFP5PsuJ5onpMqugW.jpg,"[{'id': 174, 'logo_path': '/zhD3hhtKB5qyv7ZeL4uLpNxgMVU.png', 'name': 'Warner Bros. Pictures', 'origin_country': 'US'}, {'id': 178, 'logo_path': None, 'name': 'Ghoulardi Film Company', 'origin_country': 'US'}, {'id': 216687, 'logo_path': '/kKVYqekveOvLK1IgqdJojLjQvtu.png', 'name': 'Domain Entertainment', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2025-09-23,209377100,162,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'French', 'iso_639_1': 'fr', 'name': 'Français'}, {'english_name': 'Spanish', 'iso_639_1': 'es', 'name': 'Español'}]",Released,"Some search for battle, others are born into it...",One Battle After Another,False,7.393,3201
False,/2RrLuIfIzGWWIH8IAEo6o0IYHmx.jpg,,150000000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 35, 'name': 'Comedy'}]",https://www.pixar.com/hoppers,1327819,tt26443616,['US'],en,Hoppers,"Scientists have discovered how to 'hop' human consciousness into lifelike robotic animals, allowing people to communicate with animals as animals. Animal lover Mabel seizes an opportunity to use the technology, uncovering mysteries within the animal world beyond anything she could have imagined.",134.1029,/xjtWQ2CL1mpmMNwuU5HeS4Iuwuu.jpg,"[{'id': 3, 'logo_path': '/1TjvGVDMYsj6JBxOAkUHpPEwLf7.png', 'name': 'Pixar', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2026-03-04,173868124,105,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}]",Released,Act natural.,Hoppers,False,7.709,227
False,/7HKpc11uQfxnw0Y8tRUYn1fsKqE.jpg,,60000000,"[{'id': 878, 'name': 'Science Fiction'}, {'id': 28, 'name': 'Action'}, {'id': 53, 'name': 'Thriller'}]",https://www.amazon.com/salp/mercy?hhf=,1236153,tt31050594,['US'],en,Mercy,"In the near future, a detective stands on trial accused of murdering his wife. He has ninety minutes to prove his innocence to the advanced AI Judge he once championed, before it determines his fate.",116.9637,/91gH7E7Jqc2QSuKbp8OWQxbyh1Q.jpg,"[{'id': 507, 'logo_path': '/aRmHe6GWxYMRCQljF75rn2B9Gv8.png', 'name': 'Atlas Entertainment', 'origin_country': 'US'}, {'id': 210099, 'logo_path': '/g5oRCNCi8kNVb8gEoSoIcqkhjmR.png', 'name': 'Amazon MGM Studios', 'origin_country': 'US'}, {'id': 109501, 'logo_path': '/4dtmZKPLHzIALpGbdeSNX6Rw1p3.png', 'name': 'Bazelevs', 'origin_country': 'US'}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2026-01-20,54310041,99,"[{'english_name': 'English', 'iso_639_1': 'en', 'name': 'English'}, {'english_name': 'Hindi', 'iso_639_1': 'hi', 'name': 'हिन्दी'}]",Released,Prove your innocence to an AI judge or face execution.,Mercy,False,7.09,765
